-0.5,0.0025625,0.002846,0.0029332
-0.4975,0.0025808,0.0028656,0.0029545
-0.495,0.0025993,0.0028854,0.0029761
-0.4925,0.0026181,0.0029054,0.0029979
-0.49,0.0026371,0.0029257,0.00302
-0.4875,0.0026564,0.0029463,0.0030424
-0.485,0.0026758,0.0029671,0.0030651
-0.4825,0.0026956,0.0029881,0.0030881
-0.48,0.0027156,0.0030095,0.0031114
-0.4775,0.0027359,0.0030311,0.003135
-0.475,0.0027564,0.003053,0.0031589
-0.4725,0.0027772,0.0030751,0.0031832
-0.47,0.0027983,0.0030976,0.0032077
-0.4675,0.0028197,0.0031203,0.0032326
-0.465,0.0028413,0.0031434,0.0032579
-0.4625,0.0028633,0.0031668,0.0032835
-0.46,0.0028855,0.0031904,0.0033094
-0.4575,0.0029081,0.0032144,0.0033358
-0.455,0.002931,0.0032387,0.0033624
-0.4525,0.0029542,0.0032634,0.0033895
-0.45,0.0029777,0.0032884,0.0034169
-0.4475,0.0030016,0.0033137,0.0034448
-0.445,0.0030258,0.0033394,0.003473
-0.4425,0.0030503,0.0033655,0.0035017
-0.44,0.0030752,0.0033919,0.0035308
-0.4375,0.0031005,0.0034187,0.0035603
-0.435,0.0031261,0.0034458,0.0035902
-0.4325,0.0031522,0.0034734,0.0036206
-0.43,0.0031786,0.0035014,0.0036515
-0.4275,0.0032054,0.0035297,0.0036828
-0.425,0.0032326,0.0035585,0.0037146
-0.4225,0.0032602,0.0035878,0.0037468
-0.42,0.0032882,0.0036174,0.0037796
-0.4175,0.0033167,0.0036475,0.0038129
-0.415,0.0033456,0.0036781,0.0038467
-0.4125,0.003375,0.0037091,0.0038811
-0.41,0.0034048,0.0037406,0.003916
-0.4075,0.0034351,0.0037726,0.0039514
-0.405,0.0034659,0.0038051,0.0039875
-0.4025,0.0034972,0.0038381,0.0040241
-0.4,0.003529,0.0038716,0.0040613
-0.3975,0.0035613,0.0039057,0.0040991
-0.395,0.0035942,0.0039403,0.0041376
-0.3925,0.0036276,0.0039755,0.0041767
-0.39,0.0036615,0.0040112,0.0042165
-0.3875,0.003696,0.0040476,0.0042569
-0.385,0.0037311,0.0040845,0.0042981
-0.3825,0.0037669,0.0041221,0.0043399
-0.38,0.0038032,0.0041603,0.0043825
-0.3775,0.0038402,0.0041991,0.0044259
-0.375,0.0038778,0.0042386,0.00447
-0.3725,0.003916,0.0042788,0.0045149
-0.37,0.003955,0.0043197,0.0045606
-0.3675,0.0039946,0.0043613,0.0046071
-0.365,0.004035,0.0044037,0.0046545
-0.3625,0.0040761,0.0044468,0.0047027
-0.36,0.004118,0.0044907,0.0047519
-0.3575,0.0041607,0.0045354,0.004802
-0.355,0.0042041,0.0045809,0.004853
-0.3525,0.0042484,0.0046272,0.004905
-0.35,0.0042935,0.0046744,0.004958
-0.3475,0.0043395,0.0047225,0.005012
-0.345,0.0043863,0.0047716,0.0050671
-0.3425,0.0044341,0.0048215,0.0051233
-0.34,0.0044829,0.0048724,0.0051806
-0.3375,0.0045326,0.0049244,0.005239
-0.335,0.0045833,0.0049773,0.0052987
-0.3325,0.004635,0.0050313,0.0053595
-0.33,0.0046878,0.0050864,0.0054216
-0.3275,0.0047417,0.0051426,0.005485
-0.325,0.0047967,0.0051999,0.0055498
-0.3225,0.0048528,0.0052585,0.0056159
-0.32,0.0049102,0.0053182,0.0056834
-0.3175,0.0049688,0.0053792,0.0057524
-0.315,0.0050286,0.0054415,0.0058229
-0.3125,0.0050898,0.0055052,0.0058949
-0.31,0.0051523,0.0055702,0.0059686
-0.3075,0.0052162,0.0056367,0.0060439
-0.305,0.0052815,0.0057046,0.0061209
-0.3025,0.0053483,0.005774,0.0061997
-0.3,0.0054167,0.005845,0.0062803
-0.2975,0.0054866,0.0059176,0.0063627
-0.295,0.0055582,0.0059919,0.0064472
-0.2925,0.0056315,0.0060679,0.0065336
-0.29,0.0057065,0.0061457,0.0066221
-0.2875,0.0057833,0.0062254,0.0067128
-0.285,0.005862,0.006307,0.0068057
-0.2825,0.0059426,0.0063905,0.0069009
-0.28,0.0060253,0.0064761,0.0069985
-0.2775,0.00611,0.0065638,0.0070986
-0.275,0.0061969,0.0066537,0.0072012
-0.2725,0.006286,0.006746,0.0073065
-0.27,0.0063775,0.0068405,0.0074146
-0.2675,0.0064714,0.0069375,0.0075255
-0.265,0.0065677,0.0070371,0.0076394
-0.2625,0.0066667,0.0071393,0.0077564
-0.26,0.0067683,0.0072443,0.0078766
-0.2575,0.0068727,0.0073521,0.0080002
-0.255,0.0069801,0.0074629,0.0081272
-0.2525,0.0070905,0.0075767,0.0082578
-0.25,0.007204,0.0076938,0.0083921
-0.2475,0.0073208,0.0078142,0.0085303
-0.245,0.007441,0.0079381,0.0086727
-0.2425,0.0075648,0.0080656,0.0088192
-0.24,0.0076923,0.0081969,0.0089702
-0.2375,0.0078236,0.0083321,0.0091257
-0.235,0.007959,0.0084714,0.0092861
-0.2325,0.0080986,0.008615,0.0094515
-0.23,0.0082426,0.0087631,0.0096221
-0.2275,0.0083912,0.0089158,0.0097982
-0.225,0.0085445,0.0090734,0.0099801
-0.2225,0.008703,0.0092362,0.010168
-0.22,0.0088666,0.0094043,0.010362
-0.2175,0.0090358,0.009578,0.010563
-0.215,0.0092108,0.0097576,0.01077
-0.2125,0.0093918,0.0099433,0.010985
-0.21,0.0095792,0.010135,0.011207
-0.2075,0.0097732,0.010334,0.011438
-0.205,0.0099742,0.010541,0.011676
-0.2025,0.010183,0.010754,0.011924
-0.2,0.010399,0.010976,0.01218
-0.1975,0.010623,0.011205,0.012447
-0.195,0.010856,0.011444,0.012723
-0.1925,0.011098,0.011691,0.013011
-0.19,0.01135,0.011949,0.01331
-0.1875,0.011611,0.012216,0.01362
-0.185,0.011884,0.012495,0.013944
-0.1825,0.012167,0.012785,0.014281
-0.18,0.012463,0.013087,0.014632
-0.1775,0.012771,0.013402,0.014999
-0.175,0.013093,0.013731,0.015381
